generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success,source_type,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,docking_score_reencoded,docking_score_std_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,,18,CC(O)(OC1OC(CO)C(O)C(O)C1O)C(O)c1cc(O)c(O)c(Cl)c1,True,10.893102645874023,0.9999537467956543,2.2284555435180664,2.2284555435180664,0.22790580987930298,2.2284555435180664,5.607509613037109,0.0,10.393125534057617,0.5147535800933838,2.7284324169158936,,ga_mutation_crossover,CC(O)(OC1OC(CO)C(O)C(O)C1O)C(O)c1cc(O)c(O)c(Cl)c1,True,1.0,pass,,396.7760000000002,180.29999999999998,8.0,10.0,18.0,-1.6903999999999997,5.0,2.0,26.0,11.0,0.23076923076923078,1.0,True,ok,0.9998471736907959,2.016493320465088,2.016493320465088,0.33330008387565613,2.016493320465088,7.480034828186035,1.2179057598114014,9.193960189819336,0.42214417457580566,9.676268577575684,0.0,not_used,,9.676268577575684,False,pred_logsw_reencoded_low;d_ood_reencoded_high,11.0
final,,1,OCC=C(Cl)C1OC2OC1(OC1OC(CO)C(O)C(O)C1O)C(O)C2O,True,10.921463966369629,0.9999312162399292,2.3794498443603516,2.3794498443603516,0.26514652371406555,2.3794498443603516,5.680374622344971,0.0,10.42149829864502,0.46577149629592896,2.879415512084961,,ga_mutation_crossover,OCC=C(Cl)C1OC2OC1(OC1OC(CO)C(O)C(O)C1O)C(O)C2O,True,0.88,pass,,400.764,178.53,7.0,11.0,18.0,-3.9088999999999987,5.0,3.0,26.0,12.0,0.0,1.0,True,ok,0.9993128776550293,1.6136903762817383,1.6136903762817383,0.39219269156455994,1.6136903762817383,5.171192646026611,0.0,9.077978134155273,0.30227795243263245,9.577634811401367,0.0,not_used,,9.517634811401367,False,pred_logsw_reencoded_low,13.0
final,,14,CCC(CC)OC(C)COc1cc(O)c(O)cc1OC1OC(CO)C(O)C(O)C1O,True,10.814258575439453,0.9999685287475586,2.25426983833313,2.25426983833313,0.289582222700119,2.25426983833313,5.638852119445801,0.0,10.314273834228516,0.49981850385665894,2.754254102706909,,ga_mutation_crossover,CCC(CC)OC(C)COc1cc(O)c(O)cc1OC1OC(CO)C(O)C(O)C1O,True,1.0,pass,,432.4660000000001,158.3,6.0,10.0,16.0,0.24899999999999928,10.0,2.0,30.0,10.0,0.2,0.0,True,ok,0.8258534669876099,1.617937445640564,1.617937445640564,0.4479959011077881,1.617937445640564,6.218441009521484,0.13794170320034027,9.123234748840332,0.2825472354888916,9.47684383392334,0.0,not_used,,9.47684383392334,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,14.0
final,,27,O=C1CC2CC(O)(c3ccc(Cl)c(O)c3O2)C1OC1OC(CO)C(O)C(O)C1O,True,10.944003105163574,0.99991774559021,2.325888156890869,2.325888156890869,0.2771053612232208,2.325888156890869,5.677931308746338,0.0,10.44404411315918,0.46651172637939453,2.8258471488952637,,ga_mutation_crossover,O=C1CC2CC(O)(c3ccc(Cl)c(O)c3O2)C1OC1OC(CO)C(O)C(O)C1O,True,1.0,pass,,432.80900000000014,166.14000000000001,6.0,10.0,16.0,-1.4578000000000004,3.0,4.0,29.0,11.0,0.20689655172413793,1.0,True,ok,0.5836808085441589,2.192183017730713,2.192183017730713,0.5207181572914124,2.192183017730713,6.063296318054199,0.0051329596899449825,9.378816604614258,0.7098032236099243,9.417601585388184,0.0,not_used,,9.417601585388184,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,15.0
final,,13,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c3c1OC1(O2)C2COC(C2)OC31,True,11.069049835205078,0.9999266862869263,2.2616469860076904,2.2616469860076904,0.2710001766681671,2.2616469860076904,5.70965576171875,0.0,10.569086074829102,0.4381851851940155,2.761610269546509,,ga_mutation_crossover,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c3c1OC1(O2)C2COC(C2)OC31,True,1.0,pass,,426.3740000000003,145.53,4.0,11.0,15.0,-1.2110999999999998,4.0,6.0,30.0,11.0,0.2,0.0,True,ok,0.9910603165626526,1.5830790996551514,1.5830790996551514,0.5066044926643372,1.5830790996551514,6.1106438636779785,0.045663949102163315,8.834572792053223,0.20869135856628418,9.330102920532227,0.0,not_used,,9.330102920532227,False,pred_logsw_reencoded_low,16.0
final,,20,COc1cc2c(cc1OC1OC(CO)C(O)C(O)C1O)OC1C(CO)CCOC21Cl,True,10.94140911102295,0.9999594688415527,2.0611469745635986,2.0611469745635986,0.26645904779434204,2.0611469745635986,5.662153720855713,0.0,10.441429138183594,0.4802559018135071,2.561126708984375,,ga_mutation_crossover,COc1cc2c(cc1OC1OC(CO)C(O)C(O)C1O)OC1C(CO)CCOC21Cl,True,1.0,pass,,448.8520000000002,147.3,5.0,10.0,15.0,-0.9447000000000005,5.0,4.0,30.0,11.0,0.2,1.0,True,ok,0.8016186952590942,2.2815568447113037,2.2815568447113037,0.468547523021698,2.2815568447113037,7.025781154632568,0.8290503025054932,9.007672309875488,0.45094436407089233,9.329776763916016,0.0,not_used,,9.329776763916016,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,17.0
final,,23,CC1(O)N2OC3(OC4OC(CO)C(O)C(O)C4O)OC(O)C1(O)C3(N)C2=O,True,10.820942878723145,0.9998782873153687,2.3651835918426514,2.3651835918426514,0.21208684146404266,2.3651835918426514,5.526538372039795,0.0,10.321003913879395,0.4621972143650055,2.8651227951049805,,ga_mutation_crossover,CC1(O)N2OC3(OC4OC(CO)C(O)C(O)C4O)OC(O)C1(O)C3(N)C2=O,True,0.7000000000000001,pass,,396.3050000000002,224.85999999999999,8.0,13.0,21.0,-6.270199999999994,3.0,4.0,27.0,14.0,0.0,0.0,True,ok,0.6695312261581421,1.417570948600769,1.417570948600769,0.29385146498680115,1.417570948600769,6.442935943603516,0.3301164507865906,9.239093780517578,0.5211706757545471,9.389484405517578,0.0,not_used,,9.239484405517578,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,18.0
final,,28,COc1c(OC2OC(CO)C(O)C(O)C2O)c2c3c4c1OC1(O3)C4OCC2C1CO,True,10.826066970825195,0.9999446868896484,2.3787662982940674,2.3787662982940674,0.25056663155555725,2.3787662982940674,5.607912063598633,0.0,10.326094627380371,0.47549572587013245,2.8787386417388916,,ga_mutation_crossover,COc1c(OC2OC(CO)C(O)C(O)C2O)c2c3c4c1OC1(O3)C4OCC2C1CO,True,1.0,pass,,426.37400000000025,156.53,5.0,11.0,16.0,-1.8679999999999999,5.0,6.0,30.0,11.0,0.2,0.0,True,ok,0.4257127642631531,1.653247594833374,1.653247594833374,0.28056591749191284,1.653247594833374,8.233274459838867,1.8627026081085205,9.464044570922852,0.3948117196559906,9.22773265838623,0.0,not_used,,9.22773265838623,False,p_sweet_reencoded_low;pred_logsw_reencoded_low;d_ood_reencoded_high,19.0
final,,24,OCC1OC2OC3(OC(C1O)C2O)C(O)C(O)C(CO)OC3(O)O,True,10.881187438964844,0.9999703168869019,2.3925182819366455,2.3925182819366455,0.2169499695301056,2.3925182819366455,5.764527320861816,0.0,10.381202697753906,0.5148759484291077,2.892503499984741,,ga_mutation_crossover,OCC1OC2OC3(OC(C1O)C2O)C(O)C(O)C(CO)OC3(O)O,True,0.88,pass,,356.28000000000014,198.75999999999996,8.0,12.0,20.0,-5.711599999999993,2.0,3.0,24.0,12.0,0.0,0.0,True,ok,0.9999661445617676,-0.19907405972480774,-0.19907405972480774,0.20885011553764343,-0.19907405972480774,5.553887844085693,0.0,8.727365493774414,0.3585389256477356,9.227348327636719,0.0,not_used,,9.167348327636718,False,pred_logsw_reencoded_low,20.0
final,,17,CCOC1=C(C(OC2OC(CO)C(O)C(O)C2O)c2ccc(O)c(O)c2)C(=O)CCC1=O,True,10.900139808654785,0.9947540760040283,2.1399664878845215,2.1399664878845215,0.2998168468475342,2.1399664878845215,5.301125526428223,0.0,10.402762413024902,0.36544251441955566,2.637343406677246,,ga_mutation_crossover,CCOC1=C(C(OC2OC(CO)C(O)C(O)C2O)c2ccc(O)c(O)c2)C(=O)CCC1=O,True,1.0,pass,,454.4280000000003,183.20999999999998,6.0,11.0,17.0,-0.8220000000000012,7.0,3.0,32.0,11.0,0.1875,0.0,True,ok,0.028629736974835396,2.1969783306121826,2.1969783306121826,0.09212396293878555,2.1969783306121826,5.6961350440979,0.0,9.733037948608398,0.18880964815616608,9.050256729125977,0.0,not_used,,9.050256729125977,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,24.0
final,,16,CCOC1C(O)C(CO)OC(NC(=N)SC)(OCC2OC(O)C(O)C(O)C2O)C1(O)O,True,10.8602876663208,0.9999487400054932,2.410179376602173,2.410179376602173,0.22997719049453735,2.410179376602173,5.741937160491943,0.0,10.360313415527344,0.5185167789459229,2.910153865814209,,ga_mutation_crossover,CCOC1C(O)C(CO)OC(NC(=N)SC)(OCC2OC(O)C(O)C(O)C2O)C1(O)O,True,0.7000000000000001,pass,,474.4850000000002,234.63999999999996,10.0,14.0,24.0,-4.8179299999999925,7.0,2.0,31.0,15.0,0.0,0.0,True,ok,0.9997428059577942,1.9722102880477905,1.9722102880477905,0.30375370383262634,1.9722102880477905,7.860411643981934,1.5435203313827515,8.7179594039917,0.42498141527175903,9.173893928527832,0.0,not_used,,9.023893928527832,False,pred_logsw_reencoded_low;d_ood_reencoded_high,25.0
final,,0,NCC(OC1OC(CO)C(O)C(O)C1O)C(O)(O)n1cc(Cl)cn1,True,10.93492317199707,0.9999538660049438,2.4187633991241455,2.4187633991241455,0.2545658349990845,2.4187633991241455,5.6822099685668945,0.0,10.434946060180664,0.4792552888393402,2.9187402725219727,,ga_mutation_crossover,NCC(OC1OC(CO)C(O)C(O)C1O)C(O)(O)n1cc(Cl)cn1,True,0.88,pass,,369.7580000000001,183.68,7.0,11.0,18.0,-3.7247999999999983,6.0,2.0,24.0,12.0,0.20833333333333334,1.0,True,ok,0.9905869364738464,1.7280902862548828,1.7280902862548828,0.1574551910161972,1.7280902862548828,6.089555263519287,0.027611443772912025,8.384138107299805,0.5793925523757935,8.87943172454834,0.0,not_used,,8.81943172454834,False,pred_logsw_reencoded_low,26.0
final,,7,C=C(OC1OC(CO)C(O)C(O)C1O)C(=CC)OC,True,10.8250150680542,0.9999409914016724,2.3025174140930176,2.3025174140930176,0.2190125286579132,2.3025174140930176,5.7637529373168945,0.0,10.325044631958008,0.5351871252059937,2.802487850189209,,ga_mutation_crossover,C=C(OC1OC(CO)C(O)C(O)C1O)C(=CC)OC,True,1.0,pass,,276.285,108.61000000000001,4.0,7.0,11.0,-1.1332000000000009,5.0,1.0,19.0,7.0,0.0,0.0,True,ok,0.9948933124542236,0.7187827825546265,0.7187827825546265,0.3151685893535614,0.7187827825546265,4.669654846191406,0.0,8.128179550170898,0.3919017016887665,8.625626564025879,0.0,not_used,,8.625626564025879,False,pred_logsw_reencoded_low,27.0
final,,9,CC(O)COc1c(Cl)cc(C(=O)O)cc1OC1OC(CO)C(O)C(O)C1O,True,10.847845077514648,0.9999722242355347,2.391807794570923,2.391807794570923,0.21925096213817596,2.391807794570923,5.746862411499023,0.0,10.347859382629395,0.5116321444511414,2.891793966293335,,ga_mutation_crossover,CC(O)COc1c(Cl)cc(C(=O)O)cc1OC1OC(CO)C(O)C(O)C1O,True,1.0,pass,,408.7870000000001,166.14000000000001,6.0,9.0,15.0,-1.0235000000000005,7.0,2.0,27.0,11.0,0.2222222222222222,1.0,True,ok,0.08829258382320404,1.011155366897583,1.011155366897583,0.2997269034385681,1.011155366897583,6.956225395202637,0.7695083618164062,9.167983055114746,0.2398117184638977,8.562763214111328,0.0,not_used,,8.562763214111328,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,28.0
final,,25,CSC(=N)NCC(O)OC1OC(CO)C(O)C(O)C1O,True,10.946099281311035,0.9999299049377441,2.2704029083251953,2.2704029083251953,0.2245519459247589,2.2704029083251953,5.782646656036377,0.0,10.446134567260742,0.4950329065322876,2.7703678607940674,,ga_mutation_crossover,CSC(=N)NCC(O)OC1OC(CO)C(O)C(O)C1O,True,1.0,pass,,312.344,155.49,7.0,9.0,16.0,-2.991329999999999,5.0,1.0,20.0,10.0,0.0,0.0,True,ok,0.9999029636383057,0.36084169149398804,0.36084169149398804,0.23976822197437286,0.36084169149398804,5.823779106140137,0.0,6.549749851226807,0.36332160234451294,7.04970121383667,0.0,not_used,,7.04970121383667,False,pred_logsw_reencoded_low,30.0
1,0.0,10,,False,9.798250198364258,0.9980766773223877,1.8402456045150757,1.8402456045150757,0.24735315144062042,1.8402456045150757,5.902712821960449,0.0,9.299211502075195,0.254045307636261,2.3392839431762695,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
