ID,smiles,method,method_label,init_mode,seed,generation,rank,source_rank,score_ga,p_sweet,pred_logsw,d_ood,sweet_gate_pass,pred_logsw_pass,ood_pass,pre_docking_goldlike,vina_kcal_mol,real_vina_supported,gold_real_vina
A_seed2026_gen004_top5,CC1=C2C=C3N4CC25N2C(=N1)C(C)(O)C(=O)N1C(c6ccc(O)cc6)C35CC412,A,Random latent GA,group_a_random,2026,4,5,2,3.831308841705322,0.9652163982391356,3.348700523376465,6.232486724853516,True,True,True,True,,False,False
A_seed2026_gen005_top1,COc1ccc(N2C=CN(c3cc(-c4ccccc4C)nn(C(C)(C)C)c3=O)CC2)cc1,A,Random latent GA,group_a_random,2026,5,1,6,3.89609694480896,0.6558630466461182,3.683474779129028,5.905353546142578,False,True,True,False,,False,False
A_seed2026_gen005_top2,COc1cc(CNS(=O)(=O)c2ccsc2C(=O)NC(C)=C(C)O)ccn1,A,Random latent GA,group_a_random,2026,5,2,0,3.986702919006348,0.8804510235786438,3.5464773178100586,5.7417473793029785,True,True,True,True,,False,False
A_seed2026_gen005_top3,COc1cc(F)c2cc1n(C(=O)C1=NN(c3ccccc3)C(=O)C1)c2=CNCC(C)C,A,Random latent GA,group_a_random,2026,5,3,2,3.934417724609375,0.9106866717338562,3.479074478149414,5.602913856506348,True,True,True,True,,False,False
A_seed2026_gen005_top4,CC(N)=CC(=O)C=C1CCC(c2ccccc2)=CN1c1ccccc1N=C(Cc1ccc(C)cc1)c1cccs1,A,Random latent GA,group_a_random,2026,5,4,1,3.939733505249024,0.933050572872162,3.47320818901062,5.960287094116211,True,True,True,True,,False,False
A_seed2026_gen005_top5,CC1=C2Oc3c(C)cc(C)c4c3CC(N24)N(c2ncc(Cl)cn2)C1C,A,Random latent GA,group_a_random,2026,5,5,5,3.89676570892334,0.9221368432044984,3.435697317123413,5.963366508483887,True,True,True,True,,False,False
A_seed2026_gen006_top1,CN1CSc2nc1nn2CCc1nc2ccc(F)cc2c(=O)n1-c1ccc(Cl)cc1,A,Random latent GA,group_a_random,2026,6,1,3,3.956241607666016,0.8099871277809143,3.551248073577881,5.7737016677856445,True,True,True,True,,False,False
A_seed2026_gen006_top2,Cc1ccccc1Nc1cc(Cl)ccc1NC=Nc1ccnc(N(C)C)n1,A,Random latent GA,group_a_random,2026,6,2,1,3.986702919006348,0.8804510235786438,3.5464773178100586,5.7417473793029785,True,True,True,True,,False,False
A_seed2026_gen006_top3,CC=C1C=C2N3CC4(N(C(=O)CN)C13)n1c3c(c5ccc(cc51)O3)C24Cc1ccco1,A,Random latent GA,group_a_random,2026,6,3,0,4.00697660446167,0.933085024356842,3.540433883666992,6.007363319396973,True,True,True,True,,False,False
A_seed2026_gen006_top4,COc1ccccc1Cc1c(C)nn(-c2ccccc2)c1N1C(=O)C2=CC1=C(N)OC2c1cccs1,A,Random latent GA,group_a_random,2026,6,4,2,3.9673099517822266,0.9048314094543456,3.5148942470550537,5.9967217445373535,True,True,True,True,,False,False
A_seed2026_gen006_top5,CN=CC1=C2C3c4cn(c5ccccc45)C2(NN)C(=O)N1C1c2ccc(s2)C31,A,Random latent GA,group_a_random,2026,6,5,4,3.94705867767334,0.8885915279388428,3.502763032913208,5.87835693359375,True,True,True,True,,False,False
A_seed2026_gen007_top1,CC1N2C(=O)c3c4cc(c2c3N=C(N)C(C)(C)C)C(O)C(N)C41C#N,A,Random latent GA,group_a_random,2026,7,1,4,3.993340969085693,0.8187071084976196,3.5839874744415283,5.730494499206543,True,True,True,True,,False,False
A_seed2026_gen007_top2,CC(C)(C)N(NC(=N)N)C(=O)c1cc(C(=O)NCCS(N)(=O)=O)c(N)o1,A,Random latent GA,group_a_random,2026,7,2,3,3.997209072113037,0.8662991523742676,3.564059495925904,5.878665447235107,True,True,True,True,,False,False
A_seed2026_gen007_top3,O=C(c1ccc(=O)n(C(=O)c2ccc3cc2N(C(=O)c2ccc(F)cc2)C3)n1)N1CCOCC1,A,Random latent GA,group_a_random,2026,7,3,2,3.997225761413574,0.9040926098823548,3.5451793670654297,5.760664939880371,True,True,True,True,,False,False
A_seed2026_gen007_top4,CC=CC=C1N2CC3=C4N5c6ccccc6N4C(c4ccccc4)(C13CC)C25CNC(=O)C(C=O)=CC,A,Random latent GA,group_a_random,2026,7,4,0,4.00697660446167,0.933085024356842,3.540433883666992,6.007363319396973,True,True,True,True,,False,False
A_seed2026_gen007_top5,CC1CNC(c2ccc(OCC3c4cc(Br)cc(c4)C3c3cccs3)cc2)C1,A,Random latent GA,group_a_random,2026,7,5,5,3.9932475090026855,0.9095088839530944,3.538493156433105,5.946175575256348,True,True,True,True,,False,False
A_seed2026_gen008_top1,CN(C)c1ncc(SC(N(N)c2ccc(Cl)cc2)C(C)(C)C)cn1,A,Random latent GA,group_a_random,2026,8,1,0,4.090773105621338,0.964438259601593,3.608553886413574,5.622895240783691,True,True,True,True,,False,False
A_seed2026_gen008_top2,COc1ccccc1OC1(C)Cc2c3c4c1n2C(CN4)N3C=NCC1CC1,A,Random latent GA,group_a_random,2026,8,2,1,4.070361137390137,0.9546121954917908,3.593055009841919,5.808435440063477,True,True,True,True,,False,False
A_seed2026_gen008_top3,N=CN1C(=O)N(N2C(=O)CON=C2c2cccs2)c2ccc(Br)cc2C1CO,A,Random latent GA,group_a_random,2026,8,3,4,4.0119805335998535,0.8425195813179016,3.590720891952514,5.835680961608887,True,True,True,True,,False,False
A_seed2026_gen008_top4,CN1CC2=C3C(=NN4CNCC(=O)C4)C4C1=C1CC24C(c2ccccc2)N13,A,Random latent GA,group_a_random,2026,8,4,3,4.0301690101623535,0.8981903791427612,3.581073760986328,5.998072624206543,True,True,True,True,,False,False
A_seed2026_gen008_top5,CC(C)(C)C(N=C(c1cccs1)N1CCOCC1)=NC1CCc2c3n1c1cc(ccc21)O3,A,Random latent GA,group_a_random,2026,8,5,2,4.040591239929199,0.9490227103233336,3.566080093383789,5.911500930786133,True,True,True,True,,False,False
A_seed2026_gen009_top1,CCS(=O)(=O)C=NC=NCn1cnnc1OC(C)C(N)=O,A,Random latent GA,group_a_random,2026,9,1,0,4.090773105621338,0.964438259601593,3.608553886413574,5.622895240783691,True,True,True,True,,False,False
A_seed2026_gen009_top2,Cc1nc(CN(C)c2cc(S(N)(=O)=O)ccc2C#N)nc2c1-c1coc-2c1,A,Random latent GA,group_a_random,2026,9,2,7,4.035709381103516,0.8582648038864136,3.606577157974243,5.878746509552002,True,True,True,True,,False,False
A_seed2026_gen009_top3,CC=c1c(=C(C(=O)OC2CCCCC2)N(C(=O)c2ccco2)c2ccc(OC)cc2)c2ccccc2n1C,A,Random latent GA,group_a_random,2026,9,3,1,4.078248977661133,0.9630111455917358,3.596743583679199,5.895155906677246,True,True,True,True,,False,False
A_seed2026_gen009_top4,CC(Cc1ccco1)(Oc1ccc(C#N)cc1)C(N)=C(N=CNC(N)=O)C1CC1,A,Random latent GA,group_a_random,2026,9,4,2,4.070361137390137,0.9546121954917908,3.593055009841919,5.808435440063477,True,True,True,True,,False,False
A_seed2026_gen009_top5,CC=C1C=C(SC2=C3CCN(C2=O)C32Oc3ccc2cc3)N2Cc3noc(C)c3C2C1,A,Random latent GA,group_a_random,2026,9,5,3,4.056663513183594,0.9288438558578492,3.5922417640686035,5.930222511291504,True,True,True,True,,False,False
A_seed2026_gen010_top1,C=C1C(C(Nc2ccccc2)c2ccc(Br)cc2)CC2N=C3N=C(C)C(=O)N2C13,A,Random latent GA,group_a_random,2026,10,1,1,4.097803592681885,0.9278611540794371,3.633873224258423,5.674393653869629,True,True,True,True,,False,False
A_seed2026_gen010_top2,C=CCn1ccccc1=NCN(N=CC1CCCN(C(=O)c2ccc(C)cc2)C1)c1ccccc1,A,Random latent GA,group_a_random,2026,10,2,0,4.105728149414063,0.9469040632247924,3.6322760581970215,5.826775550842285,True,True,True,True,,False,False
A_seed2026_gen010_top3,CCC(C)Oc1ccccc1C(=NCC1CC1)n1cc(Cc2ccccc2)c2ccccc21,A,Random latent GA,group_a_random,2026,10,3,2,4.090773105621338,0.964438259601593,3.608553886413574,5.622895240783691,True,True,True,True,,False,False
A_seed2026_gen010_top4,COc1ccccc1OC12CNC(C1)N1Cc3nc(C4CC4)ncc3C12,A,Random latent GA,group_a_random,2026,10,4,3,4.089351177215576,0.964396834373474,3.6071527004241934,5.7784857749938965,True,True,True,True,,False,False
A_seed2026_gen010_top5,CCN1C(SC(NC(=O)NC)C(=O)NNC(=O)c2ccc(C)c(Cl)c2)=NC(=O)C1C(C)C,A,Random latent GA,group_a_random,2026,10,5,5,4.078197002410889,0.9529398083686828,3.601727247238159,5.654875755310059,True,True,True,True,,False,False
A_seed2026_gen011_top1,O=C(c1ccco1)N1C2=C3C(=O)N4C5=C1C3C4(c1ccc(Cl)c(=O)o1)C2CC5,A,Random latent GA,group_a_random,2026,11,1,0,4.177831172943115,0.9872531294822692,3.684204578399658,5.8899993896484375,True,True,True,True,,False,False
A_seed2026_gen011_top2,CN(C)c1ncc(Sc2ncnn2-c2cc3c(cc2Cl)CCO3)cn1,A,Random latent GA,group_a_random,2026,11,2,1,4.156033515930176,0.982367753982544,3.6648495197296143,5.710692405700684,True,True,True,True,,False,False
A_seed2026_gen011_top3,CC1(C)C2=NCCC(N2)C12CCCc1sc(N=CN)c(C(=O)N3CCCCC3)c12,A,Random latent GA,group_a_random,2026,11,3,2,4.1448822021484375,0.9621176719665528,3.663823366165161,5.813501834869385,True,True,True,True,,False,False
A_seed2026_gen011_top4,CS(=O)(=O)n1cc(-c2ccccc2N)c2ccccc21,A,Random latent GA,group_a_random,2026,11,4,3,4.138198852539063,0.9673432111740112,3.654527425765991,5.816145896911621,True,True,True,True,,False,False
A_seed2026_gen011_top5,CC(C)(C)c1nccnc1CCc1ccc2cc1N1CCC(C#N)=C1O2,A,Random latent GA,group_a_random,2026,11,5,4,4.129457950592041,0.9748968482017516,3.642009735107422,5.601995944976807,True,True,True,True,,False,False
A_seed2026_gen012_top1,CCn1c(-c2ccccc2C)nc(C2CC2)c(Oc2cc(O)ccc2C)c1=O,A,Random latent GA,group_a_random,2026,12,1,0,4.201841354370117,0.9847500324249268,3.709466218948364,5.7563886642456055,True,True,True,True,,False,False
A_seed2026_gen012_top2,CCC1(C)CN2C(O1)N(C(C)=O)N=C1c3ccccc3N(C(=O)c3ccc(F)cc3)C12,A,Random latent GA,group_a_random,2026,12,2,1,4.186824321746826,0.9859960675239564,3.693826198577881,5.658588886260986,True,True,True,True,,False,False
A_seed2026_gen012_top3,CC1=NN(C(C)(C)C)C(=O)C(N(C)C(=O)c2c[nH]c3ccccc23)N1C,A,Random latent GA,group_a_random,2026,12,3,3,4.165417671203613,0.9617753028869628,3.6845297813415527,5.833743095397949,True,True,True,True,,False,False
A_seed2026_gen012_top4,COc1ccc(N2CC=CN3CCC4=C(C(F)F)N(Cc5ccncc5)C32C4)cc1,A,Random latent GA,group_a_random,2026,12,4,2,4.177831172943115,0.9872531294822692,3.684204578399658,5.8899993896484375,True,True,True,True,,False,False
A_seed2026_gen012_top5,CC(C)(C)NC1CN(C(=O)CO)C2(NS(=O)(=O)c3ccc2s3)O1,A,Random latent GA,group_a_random,2026,12,5,4,4.1606621742248535,0.959116756916046,3.6811039447784415,5.814640998840332,True,True,True,True,,False,False
A_seed2027_gen001_top1,O=Nc1ccc(CN2CCc3ccc(N=O)cc3C2)cc1,A,Random latent GA,group_a_random,2027,1,1,6,2.534007787704468,0.0010393699631094,3.172656536102295,4.579374313354492,False,True,True,False,,False,False
A_seed2027_gen001_top2,O=S1(=O)c2ccc3c(c2)N1CC3Nc1ccc(F)cc1,A,Random latent GA,group_a_random,2027,1,2,1,3.440037965774536,0.7783836722373962,3.06813907623291,5.551915168762207,False,True,True,False,,False,False
A_seed2027_gen001_top3,O=C1CC2C(c3ccccc3Cl)=NNC2N1c1cccc(Cl)c1Cl,A,Random latent GA,group_a_random,2027,1,3,0,3.440292358398437,0.953873336315155,2.963355779647827,5.799986839294434,True,True,True,True,,False,False
A_seed2027_gen001_top4,CC(NC(=O)c1nn[nH]c1C)=C1CN(c2ccc(F)cc2)CCS1,A,Random latent GA,group_a_random,2027,1,4,5,2.576552629470825,0.2340218871831894,2.9123241901397705,5.682461738586426,False,True,True,False,,False,False
A_seed2027_gen001_top5,CN1c2c(cnc3ccccc23)OCC12CCNC2,A,Random latent GA,group_a_random,2027,1,5,2,3.40008544921875,0.9970805048942566,2.901545286178589,5.4105401039123535,True,True,True,True,,False,False
A_seed2027_gen002_top1,O=S1(=O)c2ccc3c(c2)N1CC3Nc1ccc(F)cc1,A,Random latent GA,group_a_random,2027,2,1,3,3.440037965774536,0.7783836722373962,3.06813907623291,5.551915168762207,False,True,True,False,,False,False
A_seed2027_gen002_top2,CC1c2ccc3cc2N(N1c1ccc(F)cc1)S3(=O)=O,A,Random latent GA,group_a_random,2027,2,2,1,3.4507415294647217,0.7871449589729309,3.067452907562256,4.976206302642822,False,True,True,False,,False,False
A_seed2027_gen002_top3,CN1c2c(cnc3ccccc23)OCC12CCNC2,A,Random latent GA,group_a_random,2027,2,3,0,3.504894971847534,0.9980586171150208,3.0058655738830566,5.582856178283691,True,True,True,True,,False,False
A_seed2027_gen002_top4,O=C1c2cc(Cl)c(Cl)cc2CN1c1ccccc1Cl,A,Random latent GA,group_a_random,2027,2,4,2,3.440292358398437,0.953873336315155,2.963355779647827,5.799986839294434,True,True,True,True,,False,False
A_seed2027_gen002_top5,CCC1C(C)C(c2ccc(F)cc2)CCN1C(=O)c1cccc(-c2cccc(N(C)C)c2)c1,A,Random latent GA,group_a_random,2027,2,5,7,3.339866399765014,0.941369652748108,2.869181632995605,6.379678249359131,True,True,True,True,,False,False
A_seed2027_gen003_top1,CCNC(CCO)N(C)c1ccnc2ccccc12,A,Random latent GA,group_a_random,2027,3,1,0,3.7596359252929688,0.9985987544059752,3.260336637496948,5.151772499084473,True,True,True,True,,False,False
A_seed2027_gen003_top2,CCOc1ccc(C(C)(CC)N(C(=O)C2CC2C)c2ccc(F)cc2)cc1,A,Random latent GA,group_a_random,2027,3,2,1,3.690427780151367,0.9975112676620485,3.1916720867156982,5.593873500823975,True,True,True,True,,False,False
A_seed2027_gen003_top3,CC1c2ccc3cc2N(N1c1ccc(F)cc1)S3(=O)=O,A,Random latent GA,group_a_random,2027,3,3,2,3.5410664081573486,0.8688439726829529,3.10664439201355,5.003090858459473,True,True,True,True,,False,False
A_seed2027_gen003_top4,CN1c2c(cnc3ccccc23)OCC12CCNC2,A,Random latent GA,group_a_random,2027,3,4,3,3.5222954750061035,0.9970943927764891,3.0237481594085693,5.574019432067871,True,True,True,True,,False,False
A_seed2027_gen004_top1,CCN1C2COC(C1C(=O)N1CCCC1)N(C)C2,A,Random latent GA,group_a_random,2027,4,1,0,3.823712587356568,0.9991580247879028,3.3241336345672607,5.168099880218506,True,True,True,True,,False,False
A_seed2027_gen004_top2,CN1C23OC4C5CN(C2=O)C(C)(N53)C41C,A,Random latent GA,group_a_random,2027,4,2,1,3.810476303100586,0.9989948868751526,3.310978889465332,5.234230041503906,True,True,True,True,,False,False
A_seed2027_gen004_top3,CC1N2CC3C4CCN(C)C(O4)(C2=O)N31,A,Random latent GA,group_a_random,2027,4,3,2,3.7596359252929688,0.9985987544059752,3.260336637496948,5.151772499084473,True,True,True,True,,False,False
A_seed2027_gen004_top4,O=C1CCC23NCCC(O2)C(Cl)N13,A,Random latent GA,group_a_random,2027,4,4,3,3.7486824989318848,0.9994078874588012,3.248978614807129,5.530289649963379,True,True,True,True,,False,False
A_seed2027_gen004_top5,CCC1(C)c2ccc3cc2N(C2(CCS(=O)(=O)C2)N1c1ccc(F)c(F)c1)S3(=O)=O,A,Random latent GA,group_a_random,2027,4,5,4,3.732057571411133,0.9973706007003784,3.233372211456299,5.585545539855957,True,True,True,True,,False,False
A_seed2027_gen005_top1,CC1N2C(=O)C34OC5CC(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,5,1,0,3.9385383129119873,0.9993888139724731,3.4388439655303955,5.104629039764404,True,True,True,True,,False,False
A_seed2027_gen005_top2,CC1NC2CC1c1ccc(OCCCN(C)C)cc1N2C,A,Random latent GA,group_a_random,2027,5,2,1,3.934832811355591,0.9996709823608398,3.434997320175171,5.175382137298584,True,True,True,True,,False,False
A_seed2027_gen005_top3,CCN1c2nc3ccc(F)cc3n2CC1(CC)c1ccccc1,A,Random latent GA,group_a_random,2027,5,3,2,3.865500211715698,0.9997681975364684,3.3656160831451416,5.365600109100342,True,True,True,True,,False,False
A_seed2027_gen005_top4,CCN1C=CN(c2ccnc3ccccc23)C1CCO,A,Random latent GA,group_a_random,2027,5,4,3,3.839756965637207,0.998646914958954,3.3404335975646973,5.284345626831055,True,True,True,True,,False,False
A_seed2027_gen005_top5,CN1C23COC14C(N1CCOCC1)C2CN4C3,A,Random latent GA,group_a_random,2027,5,5,5,3.823712587356568,0.9991580247879028,3.3241336345672607,5.168099880218506,True,True,True,True,,False,False
A_seed2027_gen006_top1,CC1NC2CC1c1ccc(OCC(C)N(C)C)cc1N2C,A,Random latent GA,group_a_random,2027,6,1,0,3.975542306900024,0.999160647392273,3.475961923599243,5.140101432800293,True,True,True,True,,False,False
A_seed2027_gen006_top2,Cc1ccc2n1C(CC1C(=O)OCC(C)C1C)N(C)C2=O,A,Random latent GA,group_a_random,2027,6,2,1,3.97507119178772,0.9996140599250792,3.475264072418213,5.149117469787598,True,True,True,True,,False,False
A_seed2027_gen006_top3,CN1C2C3C4C5OC16C(=O)N3C(C)(C52)N46,A,Random latent GA,group_a_random,2027,6,3,2,3.97324538230896,0.999377191066742,3.4735567569732666,5.094705581665039,True,True,True,True,,False,False
A_seed2027_gen006_top4,CN1C2(F)C3C4C5OC16C(=O)N3C(C)(C52)N46,A,Random latent GA,group_a_random,2027,6,4,3,3.9486820697784415,0.998834192752838,3.4492650032043457,5.220862865447998,True,True,True,True,,False,False
A_seed2027_gen006_top5,CC1N2C(=O)C34OC5CC(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,6,5,4,3.941082715988159,0.9991044402122498,3.441530466079712,5.1744561195373535,True,True,True,True,,False,False
A_seed2027_gen007_top1,CC1N2C(=O)C34OC5CC(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,7,1,0,3.992964267730713,0.9991022348403932,3.493413209915161,5.157168388366699,True,True,True,True,,False,False
A_seed2027_gen007_top2,CC=C1c2onc3c2C2(NC(C)=N3)OCC(=O)N12,A,Random latent GA,group_a_random,2027,7,2,1,3.980079412460327,0.9993448853492736,3.4804069995880127,5.123125553131104,True,True,True,True,,False,False
A_seed2027_gen007_top3,CCCOc1ccc2c(c1)N1Cc3c-2nn(c3NCC)C1,A,Random latent GA,group_a_random,2027,7,3,2,3.975542306900024,0.999160647392273,3.475961923599243,5.140101432800293,True,True,True,True,,False,False
A_seed2027_gen007_top4,CCCOc1ccc2c(c1)N(C)C1CC2(OC(=O)CC)C(C)N1,A,Random latent GA,group_a_random,2027,7,4,3,3.9751923084259033,0.9989868998527528,3.475698947906494,5.254146099090576,True,True,True,True,,False,False
A_seed2027_gen007_top5,CCCOc1ccc2c(c1)N1CC3C4CCC23NC41,A,Random latent GA,group_a_random,2027,7,5,4,3.97507119178772,0.9996140599250792,3.475264072418213,5.149117469787598,True,True,True,True,,False,False
A_seed2027_gen008_top1,CC1N2C(=O)C34OC5CC(F)(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,8,1,0,4.06430721282959,0.998239517211914,3.565187454223633,5.234946250915527,True,True,True,True,,False,False
A_seed2027_gen008_top2,CC1N2C(=O)C34OC5CC(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,8,2,1,4.025535106658936,0.9976932406425476,3.52668833732605,5.215549945831299,True,True,True,True,,False,False
A_seed2027_gen008_top3,CN1c2ccccc2C2C(=O)C13OCC1CC2N3C1,A,Random latent GA,group_a_random,2027,8,3,2,4.022132396697998,0.9992780089378356,3.522493600845337,5.097742557525635,True,True,True,True,,False,False
A_seed2027_gen008_top4,CCCOc1ccc2c3cn(c2c1)C(NCC)C3=O,A,Random latent GA,group_a_random,2027,8,4,6,4.0061140060424805,0.9991675615310668,3.5065300464630127,5.11836576461792,True,True,True,True,-6.602,False,False
A_seed2027_gen008_top5,CN1C23NC(=O)N4C2COC2(CCN(C(N)=O)CC412)N3,A,Random latent GA,group_a_random,2027,8,5,7,4.003415107727051,0.9990612864494324,3.5038843154907227,5.268040657043457,True,True,True,True,,False,False
A_seed2027_gen009_top1,CN1C(CCO)N2C(=O)N3C(=O)C2=CN2c4ccccc4CC(=O)C321,A,Random latent GA,group_a_random,2027,9,1,0,4.084319114685059,0.998785674571991,3.584926128387451,5.0732951164245605,True,True,True,True,,False,False
A_seed2027_gen009_top2,CCN1CCCOC12C(=O)c1cn2c2ccccc12,A,Random latent GA,group_a_random,2027,9,2,1,4.079128742218018,0.9987571239471436,3.579750299453736,5.125790119171143,True,True,True,True,-7.166,True,True
A_seed2027_gen009_top3,CCCOC(=O)C(=O)N(CC)C1Cc2cn1c1cc(F)ccc21,A,Random latent GA,group_a_random,2027,9,3,2,4.06430721282959,0.998239517211914,3.565187454223633,5.234946250915527,True,True,True,True,,False,False
A_seed2027_gen009_top4,CC1N2C(=O)C34OC5CC(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,9,4,3,4.054622173309326,0.9982796907424928,3.5554823875427246,5.246301174163818,True,True,True,True,,False,False
A_seed2027_gen009_top5,CCCOc1ccc2c3cn(c2c1)C(NCC)C3=O,A,Random latent GA,group_a_random,2027,9,5,4,4.052562236785889,0.9992772936820984,3.5529234409332275,5.130318641662598,True,True,True,True,-6.602,False,False
A_seed2027_gen010_top1,CCCOc1ccc2c(c1)N(C)C1NC(C)C2C1=O,A,Random latent GA,group_a_random,2027,10,1,0,4.117469310760498,0.9980626702308656,3.6184377670288086,5.098998069763184,True,True,True,True,-6.914,True,True
A_seed2027_gen010_top2,CCCOc1ccc2c3cn(c2c1)C(N(C)CC)C3,A,Random latent GA,group_a_random,2027,10,2,2,4.095710754394531,0.9972544312477112,3.597083568572998,5.028668880462647,True,True,True,True,,False,False
A_seed2027_gen010_top3,CC1N2C(=O)C34OC5CC(F)(C2C5N13)N4C,A,Random latent GA,group_a_random,2027,10,3,3,4.0925164222717285,0.998950183391571,3.59304141998291,5.238368034362793,True,True,True,True,,False,False
